customer_id,age,gender,city,country,acquisition_channel,loyalty_level,purchase_frequency,average_order_value,total_orders,total_spent,discount_usage,last_purchase_days,number_returns,payment_method,device,newsletter_subscribed,signup_date,record_source,churn
CUST-000166,28.0,Femme,Bordeaux,France,Referral,Bronze,4.0,67.08,8,496.92,0.236,9,0,Carte,Mobile,False,2023-03-21,retailsense_demo,False
CUST-000167,50.0,Homme,Lille,France,Organic,Gold,11.0,64.09,23,1454.86,0.55,16,0,PayPal,Mobile,True,2021-04-12,retailsense_demo,False
CUST-000168,44.0,Femme,Liège,Belgique,Organic,Gold,4.0,109.85,14,1538.09,0.324,61,0,PayPal,Desktop,True,2022-08-20,retailsense_demo,False
CUST-000169,37.0,Femme,Paris,France,Paid Search,Silver,7.0,110.86,13,1419.56,0.339,88,2,Carte,Mobile,False,2021-08-25,retailsense_demo,True
CUST-000170,39.0,Femme,Lille,France,Social Media,Silver,1.0,148.64,4,573.4,0.388,0,0,Carte,Desktop,False,2021-03-05,retailsense_demo,False
CUST-000171,31.0,Homme,Lille,France,Marketplace,Bronze,4.0,77.12,11,830.51,0.292,54,1,Carte,Mobile,True,2022-09-16,retailsense_demo,False
CUST-000172,44.0,Femme,Lille,France,Paid Search,Silver,5.0,66.6,18,1226.09,0.337,113,1,Carte,Desktop,False,2025-05-30,retailsense_demo,True
CUST-000173,34.0,Homme,Lille,France,Referral,Bronze,4.0,21.53,11,251.61,0.088,8,2,Carte,Mobile,True,2021-05-30,retailsense_demo,False
CUST-000174,24.0,Homme,Bordeaux,France,Organic,Silver,2.0,32.35,8,264.99,0.188,14,0,PayPal,Tablet,False,2023-04-09,retailsense_demo,False
CUST-000175,24.0,Homme,Genève,Suisse,Paid Search,Bronze,5.0,58.02,8,475.0,0.271,57,0,Carte,Mobile,False,2023-04-08,retailsense_demo,True
CUST-000176,41.0,Non renseigné,Liège,Belgique,Organic,Silver,7.0,41.33,29,1259.22,0.615,11,6,Virement,Desktop,False,2021-02-18,retailsense_demo,False
CUST-000177,58.0,Homme,Lille,France,Referral,Bronze,5.0,103.63,12,1176.88,0.254,10,0,PayPal,Mobile,True,2022-08-09,retailsense_demo,False
CUST-000178,41.0,Homme,Namur,Belgique,Organic,Silver,9.0,37.38,15,542.89,0.215,18,1,Carte,Mobile,True,2025-05-19,retailsense_demo,False
CUST-000179,38.0,Femme,Bordeaux,France,Organic,Silver,5.0,55.11,16,818.39,0.286,4,0,PayPal,Mobile,True,2022-03-19,retailsense_demo,False
CUST-000180,42.0,Homme,Bordeaux,France,Referral,Bronze,3.0,56.16,7,383.67,0.352,43,0,Carte,Mobile,False,2021-03-16,retailsense_demo,False
CUST-000181,55.0,Homme,Bordeaux,France,Social Media,Silver,5.0,125.0,14,1889.6,0.419,61,0,Carte,Mobile,True,2024-10-07,retailsense_demo,False
CUST-000182,42.0,Homme,Namur,Belgique,Organic,Gold,7.0,,27,1374.98,0.246,62,1,Apple Pay,Mobile,True,2023-09-05,retailsense_demo,False
CUST-000183,34.0,Homme,Liège,Belgique,Organic,Silver,5.0,87.11,19,1750.34,0.277,50,0,Carte,Tablet,True,2025-06-01,retailsense_demo,False
CUST-000184,52.0,Non renseigné,Genève,Suisse,Paid Search,Bronze,3.0,77.01,10,719.06,0.106,27,1,Carte,Desktop,True,2022-06-11,retailsense_demo,False
CUST-000185,44.0,Homme,Liège,Belgique,Paid Search,Silver,3.0,108.16,13,1396.97,0.316,154,1,Virement,Desktop,False,2025-03-24,retailsense_demo,True
CUST-000186,57.0,Femme,Zurich,Suisse,Organic,Bronze,3.0,105.44,9,926.37,0.328,89,0,Apple Pay,Mobile,False,2023-11-10,retailsense_demo,False
CUST-000187,41.0,Femme,Paris,France,Social Media,Silver,4.0,68.99,6,394.17,0.196,29,0,PayPal,Mobile,True,2022-10-07,retailsense_demo,False
CUST-000188,24.0,Femme,Zurich,Suisse,Organic,Silver,6.0,31.06,24,730.13,0.263,13,4,PayPal,Mobile,True,2021-11-04,retailsense_demo,False
CUST-000189,23.0,Femme,Lille,France,Social Media,Bronze,8.0,62.73,17,1092.14,0.588,37,1,Virement,Mobile,True,2024-05-15,retailsense_demo,False
CUST-000190,59.0,Femme,Bordeaux,France,Paid Search,Silver,8.0,69.44,16,1109.27,0.162,1,0,PayPal,Mobile,True,2021-07-07,retailsense_demo,False
CUST-000191,60.0,Femme,Paris,France,Organic,Silver,2.0,80.42,3,254.56,0.42,59,0,Carte,Desktop,True,2025-10-20,retailsense_demo,False
CUST-000192,37.0,Femme,Bordeaux,France,Organic,Gold,5.0,49.2,12,628.7,0.344,29,2,Virement,Mobile,False,2025-02-10,retailsense_demo,False
CUST-000193,34.0,Homme,Lyon,France,Organic,Bronze,4.0,121.22,10,1208.72,0.603,6,2,PayPal,Mobile,False,2025-05-05,retailsense_demo,False
CUST-000194,57.0,Femme,Lille,France,Organic,Bronze,1.0,70.57,2,152.01,0.344,44,0,Carte,Mobile,True,2022-04-19,retailsense_demo,False
CUST-000195,26.0,Homme,Lille,France,Paid Search,Bronze,5.0,45.07,16,671.7,0.104,3,0,Carte,Mobile,False,2024-03-01,retailsense_demo,False
CUST-000196,28.0,Homme,Lille,France,Marketplace,Bronze,4.0,56.26,15,813.75,0.539,178,1,Carte,Mobile,False,2025-10-26,retailsense_demo,True
CUST-000197,47.0,Femme,Zurich,Suisse,Referral,Bronze,7.0,176.92,30,5236.88,0.384,8,3,Carte,Mobile,False,2022-02-05,retailsense_demo,False
CUST-000198,34.0,Femme,Paris,France,Paid Search,Bronze,4.0,96.44,7,684.0,0.515,110,0,Carte,Mobile,False,2024-07-29,retailsense_demo,True
CUST-000199,39.0,Femme,Lille,France,Social Media,Bronze,3.0,115.96,6,700.88,0.231,48,0,Carte,Mobile,True,2022-08-12,retailsense_demo,True
CUST-000200,37.0,Non renseigné,Bordeaux,France,Social Media,Silver,6.0,42.52,20,859.7,0.19,15,0,Apple Pay,Desktop,False,2023-03-30,retailsense_demo,False
CUST-000201,43.0,Femme,Paris,France,Referral,Bronze,2.0,50.37,4,214.25,0.707,100,1,Carte,Tablet,False,2025-05-18,retailsense_demo,True
CUST-000202,56.0,Homme,Lyon,France,Organic,Silver,6.0,50.55,16,779.98,0.327,3,4,Carte,Mobile,False,2022-12-30,retailsense_demo,False
CUST-000203,40.0,Homme,Liège,Belgique,Paid Search,Bronze,5.0,76.59,17,1368.1,0.828,24,1,Virement,Mobile,True,2021-09-29,retailsense_demo,False
CUST-000204,47.0,Non renseigné,Lille,France,Paid Search,Silver,5.0,64.49,19,1236.64,0.247,22,3,Carte,Mobile,True,2024-02-24,retailsense_demo,False
CUST-000205,18.0,Femme,Namur,Belgique,Organic,Bronze,5.0,55.43,11,608.75,0.464,63,1,PayPal,Desktop,True,2021-11-17,retailsense_demo,False
CUST-000206,38.0,Femme,Namur,Belgique,Paid Search,Gold,6.0,58.86,21,1196.49,0.363,40,2,PayPal,Mobile,False,2024-08-10,retailsense_demo,False
CUST-000207,29.0,Femme,Bordeaux,France,Referral,Gold,5.0,47.89,17,788.57,0.298,1,2,PayPal,Mobile,True,2024-07-19,retailsense_demo,False
CUST-000208,24.0,Femme,Liège,Belgique,Marketplace,Bronze,7.0,64.31,29,1831.64,0.193,44,2,Carte,Mobile,False,2025-02-01,retailsense_demo,True
CUST-000209,28.0,Femme,Lille,France,Organic,Silver,4.0,119.62,10,1246.66,0.168,36,0,Carte,Tablet,False,2024-11-22,retailsense_demo,False
CUST-000210,35.0,Homme,Genève,Suisse,Paid Search,Bronze,4.0,33.91,15,506.75,0.466,16,1,PayPal,Mobile,True,2024-10-03,retailsense_demo,False
CUST-000211,50.0,Homme,Liège,Belgique,Paid Search,Silver,3.0,82.79,11,860.25,0.568,16,2,Carte,Mobile,True,2022-10-09,retailsense_demo,False
CUST-000212,23.0,Homme,Bruxelles,Belgique,Paid Search,Bronze,1.0,135.97,2,283.25,0.335,46,0,Carte,Mobile,False,2025-04-15,retailsense_demo,False
CUST-000213,39.0,Homme,Paris,France,Social Media,Bronze,2.0,64.2,7,461.18,0.375,34,0,Carte,Mobile,True,2023-04-13,retailsense_demo,False
CUST-000214,33.0,Femme,Namur,Belgique,Organic,Bronze,5.0,54.39,18,1049.35,0.507,34,2,PayPal,Mobile,False,2024-08-26,retailsense_demo,False
CUST-000215,35.0,Homme,Zurich,Suisse,Referral,Gold,4.0,109.25,9,987.87,0.185,46,0,Carte,Desktop,False,2025-03-17,retailsense_demo,False
CUST-000216,51.0,Homme,Lille,France,Marketplace,Silver,5.0,43.71,14,627.06,0.694,59,1,PayPal,Desktop,True,2021-12-09,retailsense_demo,True
CUST-000217,45.0,Homme,Bruxelles,Belgique,Social Media,Silver,4.0,69.35,11,760.28,0.636,16,2,PayPal,Tablet,True,2023-04-21,retailsense_demo,False
CUST-000218,55.0,Homme,Bruxelles,Belgique,Social Media,Bronze,7.0,42.56,27,1182.31,0.566,25,2,Carte,Tablet,False,2024-07-11,retailsense_demo,False
CUST-000219,37.0,Femme,Paris,France,Social Media,Bronze,5.0,28.57,8,226.22,0.104,31,0,Apple Pay,Mobile,False,2022-10-28,retailsense_demo,False
CUST-000220,31.0,Femme,Zurich,Suisse,Paid Search,Bronze,5.0,65.17,15,920.95,0.304,56,1,Virement,Desktop,True,2021-07-09,retailsense_demo,False
CUST-000221,36.0,Femme,Paris,France,Organic,Gold,8.0,38.23,16,659.28,0.283,3,3,Carte,Desktop,False,2024-07-19,retailsense_demo,False
CUST-000222,42.0,Femme,Lyon,France,Social Media,Gold,2.0,69.71,7,505.2,0.057,36,0,Carte,Mobile,True,2024-09-23,retailsense_demo,False
CUST-000223,41.0,Homme,Bordeaux,France,Organic,Bronze,2.0,119.73,7,852.66,0.081,14,0,Carte,Desktop,True,2022-08-11,retailsense_demo,False
CUST-000224,26.0,Femme,Bordeaux,France,Referral,Silver,3.0,170.72,9,1531.94,0.155,62,0,Apple Pay,Tablet,True,2023-07-15,retailsense_demo,False
CUST-000225,40.0,Homme,Namur,Belgique,Paid Search,Bronze,3.0,73.32,9,682.24,0.261,11,0,Carte,Desktop,False,2022-08-27,retailsense_demo,True
CUST-000226,42.0,Homme,Lyon,France,Paid Search,Bronze,5.0,114.35,12,1290.21,0.243,8,0,Carte,Desktop,False,2025-02-08,retailsense_demo,False
CUST-000227,69.0,Femme,Lille,France,Paid Search,Silver,6.0,84.9,15,1238.1,0.585,100,0,Apple Pay,Mobile,True,2021-05-25,retailsense_demo,True
CUST-000228,62.0,Femme,Paris,France,Marketplace,Bronze,4.0,58.33,15,822.4,0.035,2,0,PayPal,Desktop,True,2025-11-01,retailsense_demo,False
CUST-000229,29.0,Homme,Bordeaux,France,Organic,Bronze,4.0,27.83,8,209.32,0.551,36,1,Carte,Mobile,True,2024-08-04,retailsense_demo,False
CUST-000230,36.0,Homme,Bruxelles,Belgique,Organic,Silver,4.0,153.04,15,2119.83,0.116,20,0,PayPal,Desktop,False,2022-11-20,retailsense_demo,False
CUST-000231,21.0,Femme,Zurich,Suisse,Organic,Bronze,2.0,42.37,7,308.73,0.195,34,0,Virement,Desktop,False,2023-05-26,retailsense_demo,False
CUST-000232,32.0,Femme,Lille,France,Social Media,Gold,7.0,136.15,29,3775.98,0.468,39,3,Carte,Mobile,True,2024-04-13,retailsense_demo,True
CUST-000233,43.0,Homme,Bordeaux,France,Marketplace,Silver,12.0,,27,2579.27,0.18,28,0,PayPal,Mobile,False,2021-03-09,retailsense_demo,False
CUST-000234,53.0,Femme,Lyon,France,Organic,Gold,4.0,43.88,12,560.66,0.159,36,0,PayPal,Desktop,False,2024-03-31,retailsense_demo,True
CUST-000235,30.0,Homme,Paris,France,Marketplace,Silver,5.0,81.43,8,616.9,0.189,12,3,Carte,Mobile,False,2022-08-19,retailsense_demo,False
CUST-000236,31.0,Femme,Bordeaux,France,Organic,Gold,10.0,195.16,42,8470.45,0.248,4,3,Apple Pay,Mobile,False,2023-12-11,retailsense_demo,False
CUST-000237,,Femme,Lille,France,Social Media,Bronze,5.0,146.51,18,2620.48,0.387,9,2,Carte,Mobile,True,2023-10-14,retailsense_demo,False
CUST-000238,37.0,Homme,,France,Organic,Silver,5.0,54.81,17,994.25,0.502,33,2,PayPal,Desktop,False,2022-02-24,retailsense_demo,False
CUST-000239,26.0,Homme,Lyon,France,Paid Search,Silver,7.0,49.81,26,1291.87,0.163,1,4,Virement,Mobile,True,2024-03-15,retailsense_demo,True
CUST-000240,33.0,Homme,Lyon,France,Social Media,Gold,6.0,73.56,14,1009.88,0.517,18,0,Carte,Mobile,False,2023-12-25,retailsense_demo,False
CUST-000241,28.0,Femme,Lyon,France,Social Media,Bronze,8.0,64.75,26,1628.2,0.375,27,0,Carte,Desktop,True,2022-02-17,retailsense_demo,False
CUST-000242,38.0,Non renseigné,Bruxelles,Belgique,Organic,Silver,10.0,124.7,39,5177.18,0.087,52,3,Apple Pay,Mobile,False,2025-07-02,retailsense_demo,False
CUST-000243,18.0,Femme,Bruxelles,Belgique,Referral,Gold,6.0,99.98,11,1051.63,0.28,56,0,PayPal,Desktop,True,2023-10-28,retailsense_demo,True
CUST-000244,21.0,Femme,Lyon,France,Marketplace,Bronze,6.0,31.12,26,851.44,0.513,62,3,Carte,Mobile,True,2024-07-26,retailsense_demo,False
CUST-000245,65.0,Femme,Bruxelles,Belgique,Paid Search,Gold,4.0,87.37,17,1412.63,0.374,13,0,Carte,Mobile,False,2023-08-01,retailsense_demo,False
CUST-000246,24.0,Femme,Namur,Belgique,Social Media,Bronze,3.0,64.33,13,855.49,0.466,9,1,Carte,Desktop,True,2023-02-16,retailsense_demo,False
CUST-000247,26.0,Homme,Paris,France,Referral,Bronze,4.0,71.37,16,1132.9,0.345,18,1,Carte,Mobile,True,2023-11-03,retailsense_demo,False
CUST-000248,61.0,Femme,Paris,France,Organic,Silver,2.0,79.0,5,370.03,0.615,51,0,Carte,Tablet,False,2021-02-07,retailsense_demo,False
CUST-000249,74.0,Homme,Paris,France,Referral,Bronze,3.0,124.64,10,1171.76,0.216,75,1,PayPal,Mobile,True,2021-06-30,retailsense_demo,False
CUST-000250,25.0,Femme,Namur,Belgique,Paid Search,Bronze,4.0,112.09,7,757.23,0.353,28,0,Carte,Desktop,True,2025-03-23,retailsense_demo,False
CUST-000251,35.0,Non renseigné,Lyon,France,Referral,Bronze,3.0,48.92,11,561.04,0.461,101,0,PayPal,Mobile,False,2022-10-20,retailsense_demo,False
CUST-000252,43.0,Femme,Lyon,France,Organic,Bronze,5.0,68.16,10,706.57,0.625,0,2,Apple Pay,Desktop,True,2024-05-08,retailsense_demo,False
CUST-000253,,Homme,Lyon,France,Paid Search,Gold,8.0,56.53,33,1777.37,0.209,76,0,Apple Pay,Mobile,True,2022-06-15,retailsense_demo,False
CUST-000254,27.0,Femme,Paris,France,Social Media,Gold,9.0,31.27,20,623.05,0.151,5,1,Virement,Desktop,False,2023-07-26,retailsense_demo,False
CUST-000255,36.0,Femme,Genève,Suisse,Social Media,Silver,6.0,66.52,12,746.77,0.38,23,1,Carte,Mobile,False,2021-04-19,retailsense_demo,False
CUST-000256,48.0,Homme,Paris,France,Referral,Bronze,3.0,169.95,5,879.09,0.121,357,0,PayPal,Desktop,True,2021-05-04,retailsense_demo,True
CUST-000257,44.0,Homme,Namur,Belgique,Marketplace,Silver,5.0,30.82,18,580.83,0.062,1,0,Carte,Mobile,True,2025-08-23,retailsense_demo,False
CUST-000258,34.0,Homme,Genève,Suisse,Organic,Gold,9.0,69.3,19,1399.61,0.226,87,2,Carte,Mobile,True,2025-05-24,retailsense_demo,False
CUST-000259,37.0,Femme,Liège,Belgique,Organic,Silver,4.0,68.24,8,579.63,0.469,44,0,Virement,Desktop,True,2025-10-22,retailsense_demo,False
CUST-000260,23.0,Homme,Bordeaux,France,Paid Search,Bronze,5.0,80.49,10,784.01,0.105,36,0,PayPal,Mobile,True,2022-01-26,retailsense_demo,False
CUST-000261,36.0,Homme,Namur,Belgique,Paid Search,Bronze,5.0,44.16,12,509.14,0.252,10,2,PayPal,Desktop,False,2024-10-23,retailsense_demo,False
CUST-000262,36.0,Homme,Lille,France,Paid Search,Gold,8.0,35.37,35,1316.61,0.219,42,1,Carte,Desktop,True,2022-06-01,retailsense_demo,False
CUST-000263,42.0,Femme,Paris,France,Referral,Gold,8.0,36.17,24,818.95,0.838,9,5,Carte,Mobile,True,2024-04-22,retailsense_demo,False
CUST-000264,32.0,Homme,Liège,Belgique,Referral,Bronze,6.0,132.8,14,1728.12,0.086,68,0,Virement,Desktop,False,2024-06-07,retailsense_demo,False
CUST-000265,45.0,Homme,Bruxelles,Belgique,Organic,Gold,4.0,43.74,8,339.54,0.715,5,1,Carte,Mobile,True,2022-12-28,retailsense_demo,False
CUST-000266,51.0,Homme,Lille,France,Paid Search,Bronze,5.0,55.16,8,459.65,0.267,21,0,Carte,Desktop,False,2022-03-03,retailsense_demo,True
CUST-000267,41.0,Femme,Lyon,France,Social Media,Bronze,4.0,192.52,10,1985.07,0.209,21,0,PayPal,Mobile,False,2023-03-05,retailsense_demo,False
CUST-000268,43.0,Femme,Liège,Belgique,Paid Search,Gold,9.0,49.28,16,849.96,0.335,22,2,PayPal,Mobile,True,2023-02-18,retailsense_demo,False
CUST-000269,40.0,Homme,Liège,Belgique,Organic,Silver,5.0,82.63,8,646.17,0.692,1,0,Carte,Desktop,True,2022-05-08,retailsense_demo,False
CUST-000270,39.0,Homme,Bordeaux,France,Paid Search,Bronze,6.0,116.82,11,1238.93,0.293,182,1,Carte,Desktop,True,2025-02-01,retailsense_demo,False
CUST-000271,30.0,Homme,Lausanne,Suisse,Paid Search,Gold,6.0,114.15,15,1678.94,0.51,95,2,Virement,Tablet,True,2023-01-19,retailsense_demo,False
CUST-000272,43.0,Femme,Bordeaux,France,Organic,Gold,3.0,37.0,11,425.35,0.082,55,0,Apple Pay,Desktop,True,2024-07-14,retailsense_demo,True
CUST-000273,38.0,Femme,Lyon,France,Referral,Bronze,5.0,49.78,9,427.53,0.068,9,0,Carte,Mobile,True,2025-03-02,retailsense_demo,False
CUST-000274,64.0,Homme,Lille,France,Paid Search,Silver,5.0,81.06,18,1563.52,0.497,22,1,Virement,Mobile,True,2024-04-29,retailsense_demo,True
CUST-000275,58.0,Femme,Lausanne,Suisse,Social Media,Gold,9.0,176.96,30,5319.48,0.211,20,0,Carte,Mobile,False,2024-12-26,retailsense_demo,False
CUST-000276,44.0,Femme,Bordeaux,France,Paid Search,Silver,7.0,48.64,29,1474.51,0.293,29,4,PayPal,Desktop,True,2024-05-09,retailsense_demo,False
CUST-000277,30.0,Homme,Lyon,France,Referral,Platinum,8.0,55.32,16,931.4,0.686,8,2,PayPal,Mobile,True,2025-10-21,retailsense_demo,False
CUST-000278,,Homme,Bordeaux,France,Organic,Silver,4.0,85.75,16,1367.29,0.244,17,1,Virement,Tablet,True,2022-04-20,retailsense_demo,False
CUST-000279,53.0,Homme,Liège,Belgique,Organic,Bronze,4.0,94.39,16,1568.57,0.469,3,1,Virement,Mobile,True,2024-03-25,retailsense_demo,False
CUST-000280,42.0,Femme,Lyon,France,Paid Search,Bronze,4.0,97.18,18,1711.3,0.213,149,1,Carte,Mobile,False,2022-09-20,retailsense_demo,False
CUST-000281,45.0,Femme,Lyon,France,Paid Search,Gold,8.0,46.7,31,1519.73,0.326,8,0,Carte,Desktop,False,2022-04-15,retailsense_demo,False
CUST-000282,18.0,Homme,Zurich,Suisse,Paid Search,Platinum,7.0,54.31,13,742.55,0.079,14,0,Virement,Mobile,True,2021-12-11,retailsense_demo,False
CUST-000283,50.0,Femme,Lille,France,Referral,Bronze,4.0,77.75,17,1335.67,0.537,20,1,Carte,Mobile,True,2025-07-17,retailsense_demo,False
CUST-000284,44.0,Femme,Paris,France,Organic,Bronze,6.0,128.5,24,2944.87,0.529,8,1,PayPal,Mobile,True,2023-06-11,retailsense_demo,False
CUST-000285,26.0,Femme,Bordeaux,France,Organic,Gold,7.0,62.52,15,1008.4,0.537,88,0,Carte,Tablet,False,2023-11-25,retailsense_demo,True
CUST-000286,33.0,Homme,Namur,Belgique,Paid Search,Bronze,6.0,69.36,12,891.83,0.084,115,0,Carte,Mobile,True,2024-03-21,retailsense_demo,True
CUST-000287,42.0,Homme,Paris,France,Referral,Bronze,1.0,42.84,4,174.66,0.462,92,0,PayPal,Mobile,False,2022-01-04,retailsense_demo,True
CUST-000288,40.0,Homme,Bordeaux,France,Referral,Gold,9.0,171.46,18,3325.22,0.484,53,1,Carte,Mobile,True,2025-08-04,retailsense_demo,False
CUST-000289,,Homme,Lille,France,Referral,Gold,6.0,75.49,23,1737.13,0.144,51,2,Virement,Mobile,True,2024-06-01,retailsense_demo,False
CUST-000290,38.0,Femme,Bruxelles,Belgique,Social Media,Gold,5.0,117.6,14,1613.65,0.402,33,1,Carte,Mobile,True,2022-01-25,retailsense_demo,False
CUST-000291,36.0,Femme,Liège,Belgique,Referral,Silver,8.0,71.12,29,2049.41,0.427,1,0,Carte,Desktop,True,2024-01-03,retailsense_demo,False
CUST-000292,41.0,Femme,Bordeaux,France,Social Media,Bronze,2.0,73.03,4,270.91,0.026,27,0,Carte,Mobile,True,2025-07-22,retailsense_demo,True
CUST-000293,57.0,Femme,Lyon,France,Organic,Gold,9.0,34.12,33,1134.77,0.223,7,2,Carte,Desktop,True,2025-01-28,retailsense_demo,False
CUST-000294,18.0,Femme,Zurich,Suisse,Social Media,Bronze,6.0,24.97,18,461.4,0.301,0,1,PayPal,Desktop,True,2024-06-16,retailsense_demo,True
CUST-000295,36.0,Femme,Lyon,France,Referral,Bronze,9.0,127.86,38,4555.03,0.145,18,4,Carte,Desktop,False,2024-09-18,retailsense_demo,False
CUST-000296,,Femme,Paris,France,Paid Search,Gold,7.0,72.78,14,979.1,0.067,0,0,Carte,Mobile,True,2022-09-05,retailsense_demo,False
CUST-000297,43.0,Homme,Lyon,France,Social Media,Silver,7.0,77.41,13,1041.91,0.365,12,1,Apple Pay,Mobile,False,2025-02-01,retailsense_demo,False
CUST-000298,35.0,Homme,Lille,France,Paid Search,Gold,3.0,38.49,6,241.8,0.091,0,0,Carte,Mobile,True,2022-03-20,retailsense_demo,False
CUST-000299,18.0,Femme,Lille,France,Paid Search,Bronze,8.0,45.45,14,685.71,0.253,46,0,Carte,Mobile,True,2024-05-29,retailsense_demo,False
CUST-000300,43.0,Femme,Bordeaux,France,Organic,Platinum,6.0,116.73,27,3027.39,0.707,9,3,Virement,Mobile,True,2025-08-02,retailsense_demo,False
CUST-000301,60.0,Homme,Paris,France,Social Media,Silver,4.0,161.62,7,1193.17,0.068,102,0,PayPal,Mobile,False,2025-11-11,retailsense_demo,True
CUST-000302,21.0,Homme,Bordeaux,France,Referral,Silver,6.0,52.03,13,640.88,0.423,9,0,Carte,Mobile,False,2022-12-22,retailsense_demo,False
CUST-000303,49.0,Homme,Liège,Belgique,Organic,Gold,10.0,,39,3551.05,0.228,103,2,Apple Pay,Mobile,False,2022-05-11,retailsense_demo,False
CUST-000304,35.0,Femme,Paris,France,Paid Search,Bronze,2.0,76.8,4,318.47,0.19,39,0,Carte,Mobile,True,2025-04-03,retailsense_demo,False
CUST-000305,38.0,Homme,Bordeaux,France,Organic,Silver,4.0,66.16,9,590.32,0.389,24,0,Carte,Mobile,True,2024-06-03,retailsense_demo,False
CUST-000306,26.0,Femme,Liège,Belgique,Organic,Silver,2.0,170.53,7,1249.88,0.197,20,0,Carte,Desktop,False,2022-04-01,retailsense_demo,False
CUST-000307,35.0,Femme,Lille,France,Marketplace,Gold,9.0,56.4,24,1306.5,0.356,12,1,Apple Pay,Mobile,False,2021-09-17,retailsense_demo,False
CUST-000308,55.0,Femme,Namur,Belgique,Paid Search,Gold,7.0,127.17,28,3397.42,0.555,46,3,Carte,Desktop,True,2022-05-20,retailsense_demo,False
CUST-000309,46.0,Femme,Paris,France,Paid Search,Silver,2.0,84.19,7,593.94,0.654,16,1,Virement,Mobile,False,2022-12-04,retailsense_demo,False
CUST-000310,60.0,Femme,Bruxelles,Belgique,Organic,Bronze,4.0,69.54,9,587.33,0.419,13,1,Carte,Tablet,False,2022-04-17,retailsense_demo,False
CUST-000311,53.0,Femme,Lille,France,Marketplace,Bronze,7.0,135.45,23,3004.96,0.39,3,5,Carte,Mobile,True,2024-06-24,retailsense_demo,False
CUST-000312,44.0,Homme,,France,Organic,Platinum,8.0,80.58,33,2517.17,0.265,26,0,Virement,Mobile,True,2025-08-11,retailsense_demo,False
CUST-000313,60.0,Femme,Paris,France,Referral,Platinum,9.0,66.93,23,1495.17,0.219,26,1,Apple Pay,Desktop,True,2023-03-09,retailsense_demo,False
CUST-000314,44.0,Femme,Paris,France,Paid Search,Platinum,5.0,135.93,19,2692.36,0.192,59,2,Carte,Mobile,True,2023-03-17,retailsense_demo,False
CUST-000315,49.0,Femme,Bordeaux,France,Organic,Bronze,1.0,127.7,3,359.84,0.159,38,0,Carte,Mobile,False,2022-01-10,retailsense_demo,False
CUST-000316,35.0,Femme,Bruxelles,Belgique,Social Media,Bronze,6.0,124.83,19,2414.2,0.29,89,4,PayPal,Mobile,False,2024-10-01,retailsense_demo,False
CUST-000317,40.0,Femme,Bruxelles,Belgique,Organic,Gold,11.0,15.0,41,623.34,0.12,28,3,PayPal,Tablet,True,2021-08-11,retailsense_demo,False
CUST-000318,31.0,Femme,Lille,France,Social Media,Gold,8.0,86.6,13,1132.65,0.31,90,1,Carte,Desktop,True,2023-07-08,retailsense_demo,False
CUST-000319,51.0,Femme,Genève,Suisse,Organic,Bronze,6.0,77.62,17,1316.2,0.314,14,0,Carte,Mobile,True,2023-10-11,retailsense_demo,False
CUST-000320,25.0,Homme,Liège,Belgique,Referral,Silver,4.0,68.94,7,495.25,0.152,8,0,Apple Pay,Desktop,True,2021-02-14,retailsense_demo,False
CUST-000321,48.0,Homme,,Belgique,Referral,Bronze,1.0,93.94,4,396.93,0.221,15,0,Carte,Mobile,False,2023-04-14,retailsense_demo,False
CUST-000322,37.0,Homme,Liège,Belgique,Referral,Silver,5.0,,17,1277.54,0.19,54,1,Carte,Mobile,True,2025-06-24,retailsense_demo,False
CUST-000323,53.0,Homme,Lyon,France,Organic,Bronze,3.0,97.06,7,713.58,0.354,69,1,Carte,Mobile,True,2024-09-08,retailsense_demo,False
CUST-000324,48.0,Homme,Bordeaux,France,Social Media,Bronze,4.0,61.64,7,401.23,0.473,46,3,Carte,Mobile,False,2023-01-15,retailsense_demo,True
CUST-000325,61.0,Non renseigné,Lille,France,Marketplace,Bronze,2.0,143.9,9,1291.41,0.243,37,0,PayPal,Desktop,True,2024-10-20,retailsense_demo,False
CUST-000326,48.0,Homme,Lausanne,Suisse,Organic,Gold,7.0,101.89,17,1735.31,0.289,146,1,Carte,Desktop,True,2025-02-12,retailsense_demo,True
CUST-000327,20.0,Homme,Paris,France,Organic,Silver,3.0,90.96,7,605.91,0.366,141,1,PayPal,Desktop,False,2024-06-24,retailsense_demo,True
CUST-000328,38.0,Homme,Lyon,France,Referral,Gold,8.0,88.85,14,1162.27,0.087,3,1,Carte,Desktop,True,2023-06-13,retailsense_demo,False
CUST-000329,25.0,Homme,Paris,France,Organic,Silver,3.0,122.18,10,1138.7,0.431,29,2,Carte,Mobile,True,2025-06-20,retailsense_demo,False
CUST-000330,33.0,Femme,Genève,Suisse,Social Media,Bronze,5.0,114.48,11,1166.05,0.129,14,1,Virement,Desktop,True,2023-05-25,retailsense_demo,False
CUST-000331,57.0,Femme,Lyon,France,Referral,Bronze,3.0,66.41,12,806.32,0.079,63,3,Carte,Mobile,True,2022-05-24,retailsense_demo,False
CUST-000332,47.0,Femme,Paris,France,Organic,Silver,2.0,112.77,7,745.87,0.285,109,0,Carte,Desktop,False,2023-09-16,retailsense_demo,True
